theta,bias,cost
0.0,0.0,0.4966419100505051
0.001344360370973156,0.9866678000000001,5.084620693761903e-05
0.0013578039746825127,0.9965344780000001,1.187100553263204e-06
0.0013579384107196004,0.99663314478,1.182134642624773e-06
0.0013579397550799776,0.9966341314478,1.1821341460337164e-06
0.001357939768523586,0.996634141314478,1.1821341459840526e-06
0.0013579397686580114,0.9966341414131448,1.1821341459840382e-06
0.0013579397686593606,0.9966341414141314,1.1821341459840549e-06
0.0013579397686593689,0.9966341414141413,1.182134145984053e-06
